gem_rxn_id,gem_rxn,gem_bigg,gem_rxn_name
UDPGLCURtex,udpglcur_e <=> udpglcur_p,UDPGLCURtex,UDP-D-glucuronate transport via diffusion (extracellular to periplasm)
UDPGALPpp,h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p,UDPGALPpp,UDPgalactose pyrophosphohydrolase
UACGAMPpp,h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p,UACGAMPpp,UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)
UACGALPpp,h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p,UACGALPpp,UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm)
UGLCURPpp,h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p,UGLCURPpp,UDP-D-glucuronate pyrophosphohydrolase (periplasm)
FEROpp,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p,FEROpp,Ferroxidase
ISETACabcpp,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c,ISETACabcpp,Isethionate transport via ABC system (periplasm)
ISETACtex,isetac_e <=> isetac_p,ISETACtex,Isethionate transport via diffusion (extracellular to periplasm)
GUR1PPpp,glcur1p_p + h2o_p --> glcur_p + pi_p,GUR1PPpp,Glucuronate 1-phosphate phosphatase (periplasm)
UDPGtex,udpg_e <=> udpg_p,UDPGtex,UDPglucose transport via diffusion (extracellular to periplasm)
ACGAL1PPpp,acgal1p_p + h2o_p --> acgal_p + pi_p,ACGAL1PPpp,N-acetyl-D-galactosamine 1-phosphatase (periplasm)
UDPGALtex,udpgal_e <=> udpgal_p,UDPGALtex,UDPgalactose transport via diffusion (extracellular to periplasm)
ACGAM1Ptex,acgam1p_e <=> acgam1p_p,ACGAM1Ptex,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)
UACGAMtex,uacgam_e <=> uacgam_p,UACGAMtex,UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)
UDPACGALtex,udpacgal_e <=> udpacgal_p,UDPACGALtex,UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)
AM4PCP,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c,AM4PCP,"Anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase"
AM3PA,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c,AM3PA,Anhydrous-N-Acetylmuramyl-tripeptide amidase
UM4PCP,h2o_c + um4p_c --> ala__D_c + ugmd_c,UM4PCP,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase"
CBLAT,atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c,CBLAT,Cob(I)alamin adenosyltransferase
NTRIR4pp,2.0 h_p + 3.0 mql8_c + no2_p --> 2.0 h2o_p + 3.0 mqn8_c + nh4_p,NTRIR4pp,"Nitrite Reductase (Menaquinole-8, periplasm)"
NTRIR3pp,2.0 h_p + no2_p + 3.0 q8h2_c --> 2.0 h2o_p + nh4_p + 3.0 q8_c,NTRIR3pp,"Nitrite Reductase (Ubiquinole-8, periplasm)"
INOSTt4pp,inost_p + na1_p --> inost_c + na1_c,INOSTt4pp,Na+/myo-inositol symporter (periplasm)
PHEMEtiex,pheme_p --> pheme_e,PHEMEtiex,Protoheme transport irreversible out via diffusion (periplasm to extracellular)
AGM3PA,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c,AGM3PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase
CYANtex,cyan_e <=> cyan_p,CYANtex,Cyanide transport via diffusion (extracellular to periplasm)
SO3tex,so3_e <=> so3_p,SO3tex,Sulfite transport via diffusion (extracellular to periplasm)
TCYNTtex,tcynt_e <=> tcynt_p,TCYNTtex,Thiocyanate transport via diffusion (extracellular to periplasm)
ACANTHAT,accoa_c + anth_c --> acanth_c + coa_c,ACANTHAT,Acetyl-CoA:anthranilate acetyltransferase
METSOX2abcpp,atp_c + h2o_c + metsox_R__L_p --> adp_c + h_c + metsox_R__L_c + pi_c,METSOX2abcpp,L-methionine R-oxide transport via ABC system (periplasm)
METSOX1tex,metsox_S__L_e <=> metsox_S__L_p,METSOX1tex,L-methionine S-oxide diffusion (extracellular)
METSOX2tex,metsox_R__L_e <=> metsox_R__L_p,METSOX2tex,L-methionine R-oxide diffusion (extracellular)
3UMPtex,3ump_e <=> 3ump_p,3UMPtex,3UMP transport via diffusion (extracellular to periplasm)
MSO3abcpp,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,MSO3abcpp,Methanesulfonate transport via ABC system (periplasm)
MSO3tex,mso3_e <=> mso3_p,MSO3tex,Methanesulfonate transport via diffusion (extracellular to periplasm)
FECRMR1,fadh2_c + 2.0 fecrm_c --> fad_c + 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c,FECRMR1,Ferrichrome reductase
FECRMR2,2.0 fecrm_c + fmnh2_c --> 2.0 fe2_c + 2.0 fecrm_un_c + fmn_c + 2.0 h_c,FECRMR2,Ferrichrome reductase
TDP,h2o_c + thmpp_c --> h_c + pi_c + thmmp_c,TDP,Thiamin pyrophosphatase
3PEPTabcpp,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,3PEPTabcpp,Tripeptide (LalaDgluMdap) transport via ABC system (periplasm)
4PEPTabcpp,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)
3GMPtex,3gmp_e <=> 3gmp_p,3GMPtex,3GMP transport via diffusion (extracellular to periplasm)
FALDtpp,fald_p <=> fald_c,FALDtpp,Formaldehyde transport via diffusion (periplasm)
EX_tym_e,tym_e --> ,EX_tym_e,Tyramine exchange
AGM3Pt2pp,anhgm3p_p + h_p --> anhgm3p_c + h_c,AGM3Pt2pp,GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)
SO4tex,so4_e <=> so4_p,SO4tex,Sulfate transport via diffusion (extracellular to periplasm)
AGM4Pt2pp,anhgm4p_p + h_p --> anhgm4p_c + h_c,AGM4Pt2pp,GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm)
AGMt2pp,anhgm_p + h_p --> anhgm_c + h_c,AGMt2pp,GlcNAc-anhMurNAc transport in via proton symport (periplasm)
FECRMexs,fe3_e + fecrm_un_e --> fecrm_e,FECRMexs,Ferrichrome Fe(III)-loading reaction (spontaneous)
ARBTNR1,2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c,ARBTNR1,Aerobactin reductase
ARBTNR2,2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c,ARBTNR2,Aerobactin reductase
METSOXR1,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,METSOXR1,L-methionine-S-oxide reductase
METSOXR2,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,METSOXR2,L-methionine-R-sulfoxide reductase
DAPAL,23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c,DAPAL,"2,3-diaminopropionate amonnia lyase"
AMPTASECG,cgly_c + h2o_c --> cys__L_c + gly_c,AMPTASECG,Alanyl aminopeptidase (cys-gly)
EX_imp_e,imp_e --> ,EX_imp_e,IMP exchange
DOPAtex,dopa_e <=> dopa_p,DOPAtex,Dopamine transport via diffusion (extracellular to periplasm)
4HOXPACDtex,4hoxpacd_e <=> 4hoxpacd_p,4HOXPACDtex,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)
ARBTNR3,2.0 arbtn_fe3_c + rbflvrd_c --> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,ARBTNR3,Aerobactin reductase
ARBTNexs,arbtn_e + fe3_e --> arbtn_fe3_e,ARBTNexs,Aerobactin Fe-loading reaction (spontaneous)
FEOXAMexs,fe3_e + feoxam_un_e --> feoxam_e,FEOXAMexs,Ferroxamine Fe3-loading reaction (spontaneous)
LACZpp,h2o_p + lcts_p --> gal_p + glc__D_p,LACZpp,B-galactosidase
SPMDtex,spmd_e <=> spmd_p,SPMDtex,Spermidine transport via diffusion (extracellular to periplasm)
GPDDA1pp,g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p,GPDDA1pp,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)
GPDDA5pp,g3pi_p + h2o_p --> glyc3p_p + h_p + inost_p,GPDDA5pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)
ETHAtex,etha_e <=> etha_p,ETHAtex,Ethanolamine transport via diffusion (extracellular)
G3PStex,g3ps_e <=> g3ps_p,G3PStex,Glycerophosphserine transport via diffusion (extracellular to periplasm)
FEOXAMR1,fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c,FEOXAMR1,Ferroxamine reductase
FEOXAMR2,2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c,FEOXAMR2,Ferroxamine reductase
FEOXAMR3,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c,FEOXAMR3,Ferroxamine reductase
PTHRpp,h2o_p + thrp_p --> pi_p + thr__L_p,PTHRpp,Phospho-L-threonine phosphatase (periplasmic)
FEENTERR2,2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c,FEENTERR2,Fe-enterobactin reduction (Fe(III)-unloading)
FLVR,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c,FLVR,Flavin reductase
SUCCtex,succ_e <=> succ_p,SUCCtex,Succinate transport via diffusion (extracellular to periplasm)
FE3HOXR1,fadh2_c + 2.0 fe3hox_c --> fad_c + 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c,FE3HOXR1,Fe(III)hydroxamate reductase
FEENTERexs,enter_e + fe3_e --> feenter_e,FEENTERexs,Enterobactin Fe(III) binding (spontaneous)
SUCRtex,sucr_e <=> sucr_p,SUCRtex,Sucrose transport transport via diffusion (extracellular to periplasm)
FE3HOXexs,fe3_e + fe3hox_un_e --> fe3hox_e,FE3HOXexs,Fe(III) hydroxamate Fe-loading reaction (spontaneaous)
FECRMR3,2.0 fecrm_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c + ribflv_c,FECRMR3,Ferrichrome reductase
FDMO2,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,FDMO2,FMNH2-dependent monooxygenase (methanesulfonate)
LALGP,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c,LALGP,L-alanyl-gamma-L-glutamate peptidase
AGM4PApp,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p,AGM4PApp,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)
ARABDI,arab__D_c <=> rbl__D_c,ARABDI,L-fucose isomerase
AGt3,ag_c + h_e --> ag_e + h_c,AGt3,Silver transport out via proton antiport
CD2t3pp,cd2_c + h_p --> cd2_p + h_c,CD2t3pp,Cadmium (Cd+2) transport out via proton antiport (periplasm)
ZNabcpp,atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c,ZNabcpp,Zinc (Zn+2) transport via ABC system (periplasm)
SKMt2pp,h_p + skm_p --> h_c + skm_c,SKMt2pp,Shikimate transport in via proton symport (periplasm)
FE2t2pp,fe2_p + h_p --> fe2_c + h_c,FE2t2pp,Iron (II) transport in via proton symport (periplasm)
GLYC2Ptex,glyc2p_e <=> glyc2p_p,GLYC2Ptex,Glycerol-2-phosphate transport via diffusion (extracellular to periplasm)
PSERtex,pser__L_e <=> pser__L_p,PSERtex,Phospho-L-serine transport via diffusion (extracellular to periplasm)
TARTRtex,tartr__L_e <=> tartr__L_p,TARTRtex,Tartrate transport via diffusion (extracellular to periplasm)
R5Ptex,r5p_e <=> r5p_p,R5Ptex,Ribose 5-phosphate transport via diffusion (extracellular to periplasm)
THRPtex,thrp_e <=> thrp_p,THRPtex,Phospho-L-threonine transport via diffusion (extracellular to periplasm)
TYRPtex,tyrp_e <=> tyrp_p,TYRPtex,Phopho-L-tyrosine transport via diffusion (extracellular to periplasm)
R5PPpp,h2o_p + r5p_p --> pi_p + rib__D_p,R5PPpp,Ribose 5-phosphate phosphatase
PSP_Lpp,h2o_p + pser__L_p --> pi_p + ser__L_p,PSP_Lpp,Phospho-L-serine phosphatase (periplasmic)
TYRPpp,h2o_p + tyrp_p --> pi_p + tyr__L_p,TYRPpp,Phospho-L-tyrosine phosphatase (periplasmic)
R1PK,atp_c + r1p_c --> adp_c + h_c + r15bp_c,R1PK,Ribose 1-phosphokinase
PAPSR2,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c,PAPSR2,Phosphoadenylyl-sulfate reductase (glutaredoxin)
GRXR,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,GRXR,Glutaredoxin reductase
RNDR1b,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c,RNDR1b,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)
R15BPK,atp_c + r15bp_c --> adp_c + prpp_c,R15BPK,"Ribose-1,5-bisphosphokinase"
Kabcpp,atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c,Kabcpp,Potassium ABC transporter (periplasm)
RNDR2b,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c,RNDR2b,Ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)
TAURtex,taur_e <=> taur_p,TAURtex,Taurine transport via diffusion (extracellular to periplasm)
FACOAE181,h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c,FACOAE181,Fatty-acid-CoA thioesterase (octadecenoate)
FACOAE160,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c,FACOAE160,Fatty-acid-CoA thioesterase (hexadecanoate)
FACOAE140,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c,FACOAE140,Fatty-acid-CoA thioesterase (tetradecanoate)
LEUabcpp,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,LEUabcpp,L-leucine transport via ABC system (periplasm)
L_LACt2rpp,h_p + lac__L_p <=> h_c + lac__L_c,L_LACt2rpp,L-lactate reversible transport via proton symport (periplasm)
MALt2_2pp,2.0 h_p + mal__L_p --> 2.0 h_c + mal__L_c,MALt2_2pp,Malate transport via proton symport (2 H) (periplasm)
CPGNR1,2.0 cpgn_c + fadh2_c --> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c,CPGNR1,Coprogen(Fe(III)) reductase
CPGNR2,2.0 cpgn_c + fmnh2_c --> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c,CPGNR2,Coprogen(Fe(III)) reductase
THRtex,thr__L_e <=> thr__L_p,THRtex,L-threonine transport via diffusion (extracellular to periplasm)
CPGNR3,2.0 cpgn_c + rbflvrd_c --> 2.0 cpgn_un_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,CPGNR3,Coprogen(Fe(III)) reductase
CPGNUtpp,cpgn_un_c + h_p --> cpgn_un_p + h_c,CPGNUtpp,Coprogen unloaded secretion
CPGNUtex,cpgn_un_p + h_p --> cpgn_un_e + h_c,CPGNUtex,Coprogen unloaded secretion (extracellular)
MALt2_3pp,3.0 h_p + mal__L_p --> 3.0 h_c + mal__L_c,MALt2_3pp,Malate transport via proton symport (3 H) (periplasm)
MALTabcpp,atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c,MALTabcpp,Maltose transport via ABC system (periplasm)
MALTHXabcpp,atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c,MALTHXabcpp,Maltohexaose transport via ABC system (periplasm)
MALTPTabcpp,atp_c + h2o_c + maltpt_p --> adp_c + h_c + maltpt_c + pi_c,MALTPTabcpp,Maltopentaose transport via ABC system (periplasm)
AAMYL,14glucan_c --> malthx_c,AAMYL,Alpha-amylase
AAMYLpp,14glucan_p --> malthx_p,AAMYLpp,Alpha-amylase (periplasm)
MALTTRabcpp,atp_c + h2o_c + malttr_p --> adp_c + h_c + malttr_c + pi_c,MALTTRabcpp,Maltotriose transport via ABC system (periplasm)
THMDtex,thymd_e <=> thymd_p,THMDtex,Thymidine transport via diffusion (extracellular to periplasm)
MALTTTRabcpp,atp_c + h2o_c + maltttr_p --> adp_c + h_c + maltttr_c + pi_c,MALTTTRabcpp,Maltotetraose transport via ABC system (periplasm)
MAN6Pt6_2pp,man6p_p + 2.0 pi_c --> man6p_c + 2.0 pi_p,MAN6Pt6_2pp,Mannose-6-phosphate transport via phosphate antiport (periplasm)
FACOAL80t2pp,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c,FACOAL80t2pp,Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling)
PPGPPDP,h2o_c + ppgpp_c --> gdp_c + ppi_c,PPGPPDP,"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"
CPGNabcpp,atp_c + cpgn_p + h2o_c --> adp_c + cpgn_c + h_c + pi_c,CPGNabcpp,Coprogen transport via ABC system (periplasm)
CPGNexs,cpgn_un_e + fe3_e --> cpgn_e,CPGNexs,Coprogen Fe-loading reaction (spontaneaous)
MANGLYCptspp,manglyc_p + pep_c --> man6pglyc_c + pyr_c,MANGLYCptspp,2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)
MELIBt2pp,h_p + melib_p --> h_c + melib_c,MELIBt2pp,Melibiose transport in via symport (periplasm)
CBIuabcpp,atp_c + cbi_p + h2o_c --> adp_c + cbi_c + h_c + pi_c,CBIuabcpp,"Cobinamide transport via ABC system (uptake, periplasm)"
METabcpp,atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,METabcpp,L-methionine transport via ABC system (periplasm)
CITtex,cit_e <=> cit_p,CITtex,Citrate transport via diffusion (extracellular to periplasm)
ACGAtex,acgam_e <=> acgam_p,ACGAtex,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)
DDCAtexi,ddca_e --> ddca_p,DDCAtexi,Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)
TTDCAtexi,ttdca_e --> ttdca_p,TTDCAtexi,Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)
HDCAtexi,hdca_e --> hdca_p,HDCAtexi,Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)
GUACYC,gtp_c --> 35cgmp_c + ppi_c,GUACYC,Guanylate cyclase
EX_fe3hox_un_e,fe3hox_un_e --> ,EX_fe3hox_un_e,"Fe(III)hydoxamate, unloaded exchange"
GGPTRCS,atp_c + glu__L_c + ptrc_c --> adp_c + ggptrc_c + h_c + pi_c,GGPTRCS,Gamma glutamyl putrescine synthase
EX_23dappa_e,23dappa_e --> ,EX_23dappa_e,"2,3-diaminopropionate exchange"
RMNtpp,h_p + rmn_p --> h_c + rmn_c,RMNtpp,L-rhamnose transport via proton symport (periplasm)
23PDE2pp,23cump_p + h2o_p --> 3ump_p + h_p,23PDE2pp,"2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)"
23PDE4pp,23ccmp_p + h2o_p --> 3cmp_p + h_p,23PDE4pp,"2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)"
23PDE9pp,23cgmp_p + h2o_p --> 3gmp_p + h_p,23PDE9pp,"2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)"
SERt4pp,na1_p + ser__L_p --> na1_c + ser__L_c,SERt4pp,L-serine via sodium symport (periplasm)
METDtex,met__D_e <=> met__D_p,METDtex,D-methionine transport via diffusion (extracellular to periplasm)
SUCCt2_3pp,3.0 h_p + succ_p --> 3.0 h_c + succ_c,SUCCt2_3pp,Succintate transport via proton symport (3 H) (periplasm)
MNLptspp,mnl_p + pep_c --> mnl1p_c + pyr_c,MNLptspp,Mannitol transport via PEP:Pyr PTS (periplasm)
NAt3_1p5pp,3.0 h_p + 2.0 na1_c --> 3.0 h_c + 2.0 na1_p,NAt3_1p5pp,Sodium proton antiporter (H:NA is 1.5) (periplasm)
ATPHs,atp_c + h2o_c + h_c --> itp_c + nh4_c,ATPHs,ATP amine hydrolysis (spontaneous)
SARCOX,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c,SARCOX,Sarcosine oxidase
GTPHs,gtp_c + h2o_c + h_c --> nh4_c + xtp_c,GTPHs,GTP amine hydrolysis (spontaneous)
MN6PP,h2o_c + man6p_c --> man_c + pi_c,MN6PP,Mannose 6-phosphate phosphatase
NAt3_2pp,2.0 h_p + na1_c --> 2.0 h_c + na1_p,NAt3_2pp,Sodium proton antiporter (H:NA is 2) (periplasm)
NH4tpp,nh4_p <=> nh4_c,NH4tpp,Ammonia reversible transport (periplasm)
3KGK,3dhguln_c + atp_c --> 3dhgulnp_c + adp_c + h_c,3KGK,3-keto-L-gulonate kinase
METtex,met__L_e <=> met__L_p,METtex,L-methionine transport via diffusion (extracellular to periplasm)
EX_cd2_e,cd2_e --> ,EX_cd2_e,Cadmium exchange
F6PP,f6p_c + h2o_c --> fru_c + pi_c,F6PP,D-fructose 6-phosphate phosphatase
NMNPtpp,nmn_p --> nmn_c,NMNPtpp,NMN permease (periplasm)
NO2t2rpp,h_p + no2_p <=> h_c + no2_c,NO2t2rpp,"Nitrite transport in via proton symport, reversible (periplasm)"
NO3t7pp,no2_c + no3_p --> no2_p + no3_c,NO3t7pp,Nitrate transport in via nitrite antiport (periplasm)
ORNabcpp,atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c,ORNabcpp,Ornithine transport via ABC system (periplasm)
PIuabcpp,atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,PIuabcpp,"Phosphate transport via ABC system (uptake, periplasm)"
PNTOt4pp,na1_p + pnto__R_p --> na1_c + pnto__R_c,PNTOt4pp,Pantothenate sodium symporter (periplasm)
FRULYSDG,frulysp_c + h2o_c <=> g6p_c + lys__L_c,FRULYSDG,Fructoselysine phosphate deglycase
METDabcpp,atp_c + h2o_c + met__D_p --> adp_c + h_c + met__D_c + pi_c,METDabcpp,D-methionine transport via ABC system (periplasm)
GDPMNH,gdpmann_c + h2o_c --> gdp_c + h_c + man_c,GDPMNH,GDP-mannose mannosyl hydrolase
FACOAL60t2pp,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c,FACOAL60t2pp,Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)
IDONt2rpp,h_p + idon__L_p <=> h_c + idon__L_c,IDONt2rpp,"L-idonate transport via proton symport, reversible (periplasm)"
ILEabcpp,atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c,ILEabcpp,L-isoleucine transport via ABC system (periplasm)
INDOLEt2pp,h_c + indole_c --> h_p + indole_p,INDOLEt2pp,"Indole transport via proton symport, irreversible (periplasm)"
INSt2pp,h_p + ins_p --> h_c + ins_c,INSt2pp,Inosine transport in via proton symport (periplasm)
PROabcpp,atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c,PROabcpp,L-proline transport via ABC system (periplasm)
PROt2rpp,h_p + pro__L_p <=> h_c + pro__L_c,PROt2rpp,L-proline reversible transport via proton symport (periplasm)
MNLtex,mnl_e <=> mnl_p,MNLtex,Mannitol transport via diffusion (extracellular to periplasm)
PROt4pp,na1_p + pro__L_p --> na1_c + pro__L_c,PROt4pp,Na+/Proline-L symporter (periplasm)
PTRCabcpp,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c,PTRCabcpp,Putrescine transport via ABC system (periplasm)
LYXt2pp,h_p + lyx__L_p --> h_c + lyx__L_c,LYXt2pp,L-Lyxose transport via proton symport (periplasm)
GDPDPK,atp_c + gdp_c --> amp_c + h_c + ppgpp_c,GDPDPK,GDP diphosphokinase
OCDCAtexi,ocdca_e --> ocdca_p,OCDCAtexi,Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)
OCDCEAtexi,ocdcea_e --> ocdcea_p,OCDCEAtexi,Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm)
ASNNpp,asn__L_p + h2o_p --> asp__L_p + nh4_p,ASNNpp,L-asparaginase
GLUNpp,gln__L_p + h2o_p --> glu__L_p + nh4_p,GLUNpp,Glutaminase
G6Ptex,g6p_e <=> g6p_p,G6Ptex,Glucose 6-phosphate transport via diffusion (extracellular to periplasm)
NTD12,dimp_c + h2o_c --> din_c + pi_c,NTD12,5'-nucleotidase (dIMP)
TUNGSabcpp,atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c,TUNGSabcpp,Tungstate transport via ABC system (periplasm)
NAtex,na1_e <=> na1_p,NAtex,Sodium transport via diffusion (extracellular to periplasm)
MOBDabcpp,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,MOBDabcpp,Molybdate transport via ABC system (periplasm)
MOBDtex,mobd_e <=> mobd_p,MOBDtex,Molybdate transport via diffusion (extracellular to periplasm)
NI2uabcpp,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c,NI2uabcpp,"Nickel transport via ABC system (uptake, periplasm)"
FECRMtonex,fecrm_e + h_p --> fecrm_p + h_c,FECRMtonex,Ferrichrome transport via ton system (extracellular)
ARBTNtonex,arbtn_fe3_e + h_p --> arbtn_fe3_p + h_c,ARBTNtonex,Aerobactin transport via ton system (extracellular)
ADOCBLabcpp,adocbl_p + atp_c + h2o_c --> adocbl_c + adp_c + h_c + pi_c,ADOCBLabcpp,Adenosylcobalamin transport via ABC system (periplasm)
EX_enter_e,enter_e --> ,EX_enter_e,Enterochelin exchange
EX_fecrm_un_e,fecrm_un_e --> ,EX_fecrm_un_e,Ferrichrome minus Fe(III) exchange
EX_cgly_e,cgly_e --> ,EX_cgly_e,Cys-Gly exchange
NI2tex,ni2_e <=> ni2_p,NI2tex,Nickel transport via diffusion (extracellular to periplasm)
NTD10pp,h2o_p + xmp_p --> pi_p + xtsn_p,NTD10pp,5'-nucleotidase (XMP)
NTD1pp,dump_p + h2o_p --> duri_p + pi_p,NTD1pp,5'-nucleotidase (dUMP)
EX_chtbs_e,chtbs_e --> ,EX_chtbs_e,Chitobiose exchange
EX_gmp_e,gmp_e --> ,EX_gmp_e,GMP exchange
NTD2pp,h2o_p + ump_p --> pi_p + uri_p,NTD2pp,5'-nucleotidase (UMP)
NACtex,nac_e <=> nac_p,NACtex,Nicotinic acid transport via diffusion (extracellular to periplasm)
NTD3pp,dcmp_p + h2o_p --> dcyt_p + pi_p,NTD3pp,5'-nucleotidase (dCMP)
NTD4pp,cmp_p + h2o_p --> cytd_p + pi_p,NTD4pp,5'-nucleotidase (CMP)
NTD5pp,dtmp_p + h2o_p --> pi_p + thymd_p,NTD5pp,5'-nucleotidase (dTMP)
EX_h2o2_e,h2o2_e --> ,EX_h2o2_e,Hydrogen peroxide exchange
EX_ump_e,ump_e --> ,EX_ump_e,UMP exchange
EX_pydam_e,pydam_e --> ,EX_pydam_e,Pyridoxamine exchange
CRNabcpp,atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c,CRNabcpp,L-carnitine transport via ABC system (periplasm)
